,人员规模,企业地址,公司名,公司类型,参保人数,实缴资本,成立日期,所属地区,所属行业,曾用名,核准日期,注册号,注册号公司名,注册资本,登记机关,纳税人识别号,组织机构代码,经营方式,经营状态,经营范围,统一社会信用,统一社会信用代码,英文名,营业期限
71,-,孤岛镇滨海路查看地图附近公司,河口区孤岛奥能电器销售部吊销,个体,,-,2008-08-18,山东省,-,-,2008-08-18,370503600077704,,-,东营市河口区工商行政管理局,-,-,-,吊销企业,销售电料、厢式变压器、电器维修、高压配电(国家限制禁止的除外涉及法律法规须经法律法规审批的凭许可证经营),,-,-,***至无固定期限
72,-,肥城市安临站镇安站村查看地图附近公司,韩燕青在业,个体,,-,2007-10-17,山东省,-,-,2007-10-17,370983600180116,,-,肥城市工商行政管理局,-,-,-,在营（开业）企业,理发,,-,-,***至无固定期限
73,-,肥城市凤山西街东侧（爱家家园小区沿街楼）查看地图附近公司,肥城市华琪酒水商行在业,个体工商户,,-,2012-09-12,山东省,批发和零售业,-,2012-09-12,370983600380829,,-,肥城市工商行政管理局,-,L5167641-7,-,在营（开业）企业,批发兼零售预包装食品，乳制品（不含婴幼儿配方乳粉）。	（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,-,-,***至无固定期限
74,-,肥城市刘庄大街查看地图附近公司,肥城市九婆串串香火锅店存续,个体工商户,,-,2012-07-25,山东省,住宿和餐饮业,-,2012-07-25,370983600361097,,-,肥城市工商行政管理局,-,-,-,存续,快餐店（不含凉菜、不含裱花蛋糕、不含生食海产品）服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,-,-,***至无固定期限
75,-,肥城市新城办事处沙沟村758号查看地图附近公司,肥城信源运输有限公司在业,有限责任公司(自然人独资),-,20万人民币元,2012-03-06,山东省,交通运输、仓储和邮政业,-,2018-01-24,370983200014495,,200万人民币元,肥城市工商行政管理局,91370983591378629K,59137862-9,,在营（开业）企业,普通货运。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370983591378629K,-,2012-03-06至2032-03-06
76,-,肥城市新城办事处伊家沟沿街楼查看地图附近公司,肥城市华康老年用品商店存续,个体工商户,,-,2009-08-07,山东省,批发和零售业,-,2015-06-16,370983600262275,,-,肥城市工商行政管理局,-,-,-,存续,老年用品（药品和食品除外）、文体用品、电脑耗材、服装、家用电器批发零售。(依法须经批准的项目，经相关部门批准后方可开展经营活动),,-,-,***至无固定期限
77,-,费县建设路东段南侧查看地图附近公司,山东怡园房地产发展有限公司曾用名在业,有限责任公司(自然人投资或控股),-,1800万人民币元,2001-01-31,山东省,房地产业,费县怡园房地产发展有限公司,2017-04-26,371325018003401,,3000万人民币元,费县工商行政管理局,91371325734703039W,73470303-9,,在营（开业）企业,房地产开发、经营(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,91371325734703039W,-,2001-01-31至2041-01-31
78,-,山东省潍坊市高密市柏城镇故献村查看地图附近公司,高密市李金国馒头加工部存续,个体工商户,,-,2017-11-06,山东省,-,-,2017-11-06,370785610434723,,-,高密市市场监督管理局,92370785MA3ERUL323,-,-,存续,加工、销售馒头。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,92370785MA3ERUL323,-,***至无固定期限
79,-,山东省潍坊市高密市凤凰大街（西）1169号2幢16号营业房查看地图附近公司,高密市美神美容会所存续,个体工商户,,-,2017-07-21,山东省,-,-,2017-07-21,370785610411406,,-,高密市市场监督管理局,92370785MA3F980K09,-,-,存续,生活美容、化妆品专业技能咨询、保健按摩服务；批发零售化妆品、内衣。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,92370785MA3F980K09,-,***至无固定期限
80,-,山东省潍坊市高密市胶河生态发展区小辛庄查看地图附近公司,高密市邱云娟土豆购销存续,个体工商户,,-,2017-12-03,山东省,-,-,2017-12-03,370785610475016,,-,高密市市场监督管理局,92370785MA3EYFP19P,-,-,存续,土豆购销。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,92370785MA3EYFP19P,-,***至无固定期限
81,-,山东省潍坊市高密市井沟镇呼家庄村查看地图附近公司,高密市顺平五金工具店存续,个体工商户,,-,2015-03-31,山东省,批发和零售业,-,2015-03-31,370785610188082,,-,高密市市场监督管理局,-,-,-,存续,零售五金工具（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,-,-,***至无固定期限
82,-,山东省潍坊市高密市醴泉街道北栾家庄社区醴泉大街与旗台路路口东50米路北查看地图附近公司,高密市家兴锦苑超市存续,个体工商户,,-,2016-04-07,山东省,批发和零售业,-,2016-04-07,370785610303186,,-,高密市市场监督管理局,-,-,-,存续,零售预包装食品、散装食品、乳制品（不含婴幼儿配方乳粉）、文具、日用百货（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,-,-,***至无固定期限
83,-,山东省潍坊市高密市醴泉街道万家村社区查看地图附近公司,高密市王涛苹果种植园注销,个人独资企业,-,-,2014-10-09,山东省,农、林、牧、渔业,-,2017-05-17,370785300027831,,30万人民币元,高密市市场监督管理局,-,-,,注销,苹果种植及销售(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,2014-10-09至无固定期限
84,-,山东省潍坊市高密市醴泉街道尧头社区居民委员会昌安大道北1518号查看地图附近公司,高密市永瑞家纺有限公司在业,有限责任公司(自然人投资或控股),-,-,2016-11-14,山东省,制造业,-,2017-10-27,370785200067585,,100万人民币元,高密市市场监督管理局,91370785MA3CLHAR9M,MA3CLHAR-9,,在营（开业）企业,纺纱、织布;加工销售毛巾(上述经营范围不含印花、漂洗及染色等工艺);销售纺织原料(不含危险化学品及易燃易爆物品)、纺织机械及配件。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370785MA3CLHAR9M,-,2016-11-14至2036-11-13
85,-,山东省潍坊市高密市密水街道律家村柳河大道南首查看地图附近公司,高密市建明建筑材料销售有限公司在业,有限责任公司(自然人独资),-,-,2017-03-20,山东省,批发和零售业,-,2017-03-20,370785200075103,,10万人民币元,高密市市场监督管理局,91370785MA3DC8M52D,MA3DC8M5-2,,在营（开业）企业,销售建筑材料、装饰材料、水暖器材、电线电缆、机械设备、卫生洁具、电动工具、仪表仪器(不含医疗器械)、消防器材、电子产品、办公用品、日用品、五金制品(以上范围不含危险化学品)。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370785MA3DC8M52D,-,2017-03-20至2037-03-19
86,-,高唐县琉寺镇琉寺街查看地图附近公司,高唐县琉寺镇兴亮维修部在业,个体工商户,,-,2014-12-05,山东省,居民服务、修理和其他服务业,-,2014-12-05,371526600138730,,-,高唐县工商行政管理局,-,-,-,在营（开业）企业,电气焊维修,,-,-,***至无固定期限
87,-,韩寨查看地图附近公司,韩寨乡建国门市部吊销,个体,,-,2000-03-09,山东省,-,-,2000-03-09,3715263080068,,-,高唐县工商行政管理局,-,-,-,吊销企业,加工、销售棉油;零售副食、百货,,-,-,***至无固定期限
88,-,-,高唐县琉寺供销社针织厂4注销,集体社团法人营业,-,25万人民币元,1989-05-29,山东省,教育,-,1989-05-29,86821144-3,,25万人民币元,高唐县工商行政管理局,-,-,,注销,棉针织坯布(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,***至无固定期限
89,-,赵寨子镇北街村98号查看地图附近公司,高唐县赵寨子镇在芳文具用品店存续,个体工商户,,-,2014-06-17,山东省,批发和零售业,-,2014-06-17,371526600216316,,-,高唐县工商行政管理局,-,-,-,存续,文具用品（国家有规定的从其规定）（凡涉及许可证的凭证经营),,-,-,***至无固定期限
90,-,定陶县隅首街北段路西（武装部街)查看地图附近公司,定陶县鹏迪食品店存续,个体工商户,,-,2013-10-29,山东省,批发和零售业,-,2013-10-29,371727600212021,,-,菏泽市定陶区市场监督管理局,-,-,-,存续,预包装食品兼散装食品零售（食品流通许可证有效期自2013年10月28日至2016年10月27日）,,-,-,***至无固定期限
91,-,菏泽市人民路39号查看地图附近公司,菏泽凡人食品有限公司吊销,有限责任公司,-,50万人民币元,1999-03-18,山东省,批发和零售业,-,1999-03-18,3717002800290,,50万人民币元,菏泽市工商行政管理局,-,70621949-3,,吊销,冷饮、冻食的生产、水产品的销售(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,1999-03-18至2009-03-18
92,-,菏泽开发区恒盛大市场C3-25、27号查看地图附近公司,牛俊营在业,个体,,-,2013-03-13,山东省,-,-,2013-03-13,371729600123279,,-,菏泽市经济开发区市场监管局,-,-,-,在营（开业）企业,洗化、百货批发兼零售(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,***至无固定期限
93,-,菏泽开发区岳程办事处辛集交管所对过查看地图附近公司,菏泽开发区严学显电动车商行存续,个体工商户,,-,2014-02-26,山东省,批发和零售业,-,2014-02-26,371729600140494,,-,菏泽市经济开发区市场监管局,-,-,-,存续,电动车零售，电动车维修。(依法须经批准的项目，经相关部门批准后方可开展经营活动）。,,-,-,***至无固定期限
94,-,山东省菏泽市开发区长沙路1506号查看地图附近公司,菏泽开发区王乔餐厅存续,个体工商户,,-,2016-06-21,山东省,-,-,2016-06-21,371729600259330,,-,菏泽市经济开发区市场监管局,-,-,-,存续,小型餐馆。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,-,-,***至无固定期限
95,-,山东省菏泽市开发区耿庄社区绿城国际15号楼1512室查看地图附近公司,菏泽开发区冠鮽副食商行存续,个体工商户,,-,2017-04-01,山东省,-,-,2017-04-01,371729600291244,,-,菏泽市经济开发区市场监管局,92371700MA3DEQJ88A,-,-,存续,预包装食品销售（不含冷藏、冷冻食品）；散装食品销售（不含冷藏、冷冻食品，不含熟食）；化妆品、办公用品、电脑耗材销售；美容。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,92371700MA3DEQJ88A,-,***至无固定期限
96,-,菏泽市牡丹区曹州路查看地图附近公司,菏泽市牡丹区中科光泉太阳能销售中心存续,个体工商户,,-,2008-08-11,山东省,批发和零售业,-,2008-08-11,371702600483016,,-,菏泽市牡丹区工商行政管理局,-,-,-,存续,太阳能、热水器零售,,-,-,***至无固定期限
97,-,菏泽市牡丹区黄河东路查看地图附近公司,菏泽市牡丹区金和酒店存续,个体工商户,,-,2007-10-18,山东省,住宿和餐饮业,-,2007-10-18,371702600412162,,-,菏泽市牡丹区工商行政管理局,-,-,-,存续,面食、炒菜、酒水零售（凭前置许可证有效期经营）,,-,-,***至无固定期限
98,-,菏泽市牡丹区牡丹北路171号查看地图附近公司,菏泽市牡丹区龙海工艺美术社在业,个体工商户,,-,2008-03-18,山东省,制造业,-,2010-04-15,371702600462295,,-,菏泽市牡丹区市场监督管理局,-,-,-,在营（开业）企业,工艺美术品的制作,,-,-,***至无固定期限
99,-,菏泽市牡丹区青年北路延安巷3号查看地图附近公司,菏泽市牡丹区百盛沙发加工厂在业,个体工商户,,-,2006-03-15,山东省,批发和零售业,-,2006-03-15,371702600311236,,-,菏泽市牡丹区市场监督管理局,-,-,-,在营（开业）企业,沙发加工零售,,-,-,***至无固定期限
100,-,菏泽市牡丹区青年北路与黄河路交叉口向北400米路东查看地图附近公司,菏泽利宠宠物用品有限公司在业,有限责任公司(自然人独资),-,-,2017-01-12,山东省,批发和零售业,-,2018-03-16,371702200066925,,200万人民币元,菏泽市牡丹区市场监督管理局,91371702MA3D4GRYXJ,MA3D4GRY-X,,在营（开业）企业,宠物用品、宠物食品、宠物保健品、兽药销售(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,91371702MA3D4GRYXJ,-,2017-01-12至无固定期限
101,少于50人,山东省菏泽市牡丹区李村镇李村集东头路南(原饮料厂261省道路南)查看地图附近公司,菏泽市牡丹区德盛汽车销售有限公司曾用名在业,有限责任公司(自然人投资或控股),-,-,2016-02-01,山东省,批发和零售业,菏泽市牡丹区品味果蔬配送有限公司,2018-05-16,371702200042250,,500万人民币元,菏泽市牡丹区市场监督管理局,91371702MA3C68XG90,MA3C68XG-9,,在营（开业）企业,汽车、汽车零配件、润滑油的销售;汽车保养;汽车维护;汽车装饰;普通货运、货物专用运输(集装箱、冷藏保鲜);物流服务;普通货物仓储;停车场服务。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,91371702MA3C68XG90,-,2016-02-01至无固定期限
102,-,冠县贾镇外贸东临查看地图附近公司,聊城市祥润农资有限公司在业,有限责任公司(自然人独资),-,-,2015-02-09,山东省,批发和零售业,-,2017-11-16,371525200022090,,101万人民币元,冠县市场监督管理局,91371525328509038K,32850903-8,,在营（开业）企业,化肥、化肥原料、农机具、不再分装的种子批发、零售。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91371525328509038K,-,2015-02-09至2025-02-08
